"SUID","__gpml:GraphID","__gpml:textlabel","__gpml:XrefDatasource","__gpml:XrefId","BorderStyle","BorderThickness","Color","direction","Ensembl","FillColor","gsea rank","Height","HGNC","IsGPMLShape","LabelFont","LabelSize","name","parent","position","ptm","selected","Shape","shared name","Transparent","Type","Width"
"139","a09","DVL3","Entrez Gene","1857","","1.0","#000000","","","#ffffff","0.948274199484247","20.0","null","false","Dialog.plain","10.0","DVL3","","","","false","Rectangle","DVL3","false","GeneProduct","60.0"
"140","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"141","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"142","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"143","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"144","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"145","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"146","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"147","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"148","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"149","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"150","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"151","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"152","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"153","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"154","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"155","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"156","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"157","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"158","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"159","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"160","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"161","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"162","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"163","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"164","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"165","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"166","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"167","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"168","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"169","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"170","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"171","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"172","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"173","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"174","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"175","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"176","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"177","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"178","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"179","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"180","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"181","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"182","","","","","","0.0","","","","",,"0.0","null","false","","0.0","","","","","false","","","","","0.0"
"183","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"184","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"185","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"186","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"187","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"188","","Ub","","","","0.0","","","","",,"0.0","null","false","","0.0","Ub","","","","false","","Ub","","","0.0"
"189","","P","","","","0.0","","","","",,"0.0","null","false","","0.0","P","","","","false","","P","","","0.0"
"190","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","P35222","thr41","p","false","","P","","","0.0"
"191","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","P35222","ser29","p","false","","P","","","0.0"
"192","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","Q9UJU2","thr155","p","false","","P","","","0.0"
"193","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","Q9UJU2","ser166","p","false","","P","","","0.0"
"194","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","Q9NQB0","thr201","p","false","","P","","","0.0"
"195","","P","","","","0.0","","d","","",,"0.0","null","false","","0.0","P","Q9NQB0","thr212","p","false","","P","","","0.0"
"196","eddde","CTBP2","Ensembl","ENSG00000175029","","1.0","#000000","","ENSG00000175029","#ffffff","0.124321172901699","20.0","CTBP2","false","Dialog.plain","10.0","CTBP2","","","","false","Rectangle","CTBP2","false","GeneProduct","60.0"
"197","afcb1","CTBP1","Ensembl","ENSG00000159692","","1.0","#000000","","ENSG00000159692","#ffffff","0.0642516074726138","20.0","CTBP1","false","Dialog.plain","10.0","CTBP1","","","","false","Rectangle","CTBP1","false","GeneProduct","60.0"
"198","b16bc","SOX17","Ensembl","ENSG00000164736","","1.0","#000000","","ENSG00000164736","#ffffff",,"20.0","SOX17","false","Dialog.plain","10.0","SOX17","","","","false","Rectangle","SOX17","false","GeneProduct","60.0"
"199","b1287","CTNNBIP1","Ensembl","ENSG00000178585","","1.0","#000000","","ENSG00000178585","#ffffff","-0.686605712583886","20.0","CTNNBIP1","false","Dialog.plain","10.0","CTNNBIP1","","","","false","Rectangle","CTNNBIP1","false","GeneProduct","60.0"
"200","f8c52","NLK","Ensembl","ENSG00000087095","","1.0","#000000","","ENSG00000087095","#ffffff","0.559562621272811","20.0","NLK","false","Dialog.plain","10.0","NLK","","","","false","Rectangle","NLK","false","GeneProduct","60.0"
"201","a1f65","SENP2","Ensembl","ENSG00000163904","","1.0","#000000","","ENSG00000163904","#ffffff","-0.690929706423055","20.0","SENP2","false","Dialog.plain","10.0","SENP2","","","","false","Rectangle","SENP2","false","GeneProduct","60.0"
"202","c408f","CXXC4","Ensembl","ENSG00000168772","","1.0","#000000","","ENSG00000168772","#ffffff",,"20.0","CXXC4","false","Dialog.plain","10.0","CXXC4","","","","false","Rectangle","CXXC4","false","GeneProduct","60.0"
"203","a51ba","MAPK Signaling
Pathway","WikiPathways","WP382","","0.0","#14961e","","","#ffffff",,"25.0","null","false","Dialog.bold","10.0","MAPK Signaling
Pathway","","","","false","None","MAPK Signaling
Pathway","true","Pathway","100.3"
"204","b1c89","MAPK8","Ensembl","ENSG00000107643","","1.0","#000000","","ENSG00000107643","#ffffff","-2.44571745432446","20.0","MAPK8","false","Dialog.plain","10.0","MAPK8","","","","false","Rectangle","MAPK8","false","GeneProduct","60.0"
"205","cd785","ROCK2","Ensembl","ENSG00000134318","","1.0","#000000","","ENSG00000134318","#ffffff","0.579040948749945","20.0","ROCK2","false","Dialog.plain","10.0","ROCK2","","","","false","Rectangle","ROCK2","false","GeneProduct","60.0"
"206","b409e","DAAM2","Ensembl","ENSG00000146122","","1.0","#000000","","ENSG00000146122","#ffffff",,"20.0","DAAM2","false","Dialog.plain","10.0","DAAM2","","","","false","Rectangle","DAAM2","false","GeneProduct","60.0"
"207","c75aa","DAAM1","Ensembl","ENSG00000100592","","1.0","#000000","","ENSG00000100592","#ffffff","-0.31586432414424","20.0","DAAM1","false","Dialog.plain","10.0","DAAM1","","","","false","Rectangle","DAAM1","false","GeneProduct","60.0"
"208","d4db4","NKD2","Ensembl","ENSG00000145506","","1.0","#000000","","ENSG00000145506","#ffffff","0.112945976560909","20.0","NKD2","false","Dialog.plain","10.0","NKD2","","","","false","Rectangle","NKD2","false","GeneProduct","59.626"
"209","f0c62","NKD1","Ensembl","ENSG00000140807","","1.0","#000000","","ENSG00000140807","#ffffff","-0.370567698251031","20.0","NKD1","false","Dialog.plain","10.0","NKD1","","","","false","Rectangle","NKD1","false","GeneProduct","59.626"
"210","ca1e5","PRICKLE2","Ensembl","ENSG00000163637","","1.0","#000000","","ENSG00000163637","#ffffff","1.03942165115297","20.0","PRICKLE2","false","Dialog.plain","10.0","PRICKLE2","","","","false","Rectangle","PRICKLE2","false","GeneProduct","59.626"
"211","f8b76","PRICKLE1","Ensembl","ENSG00000139174","","1.0","#000000","","ENSG00000139174","#ffffff","0.690954805259573","20.0","PRICKLE1","false","Dialog.plain","10.0","PRICKLE1","","","","false","Rectangle","PRICKLE1","false","GeneProduct","59.626"
"212","a76f4","INVS","Ensembl","ENSG00000119509","","1.0","#000000","","ENSG00000119509","#ffffff","-1.30512920784113","20.0","INVS","false","Dialog.plain","10.0","INVS","","","","false","Rectangle","INVS","false","GeneProduct","48.247"
"213","b04d5","DVL1","Entrez Gene","1855","","1.0","#000000","","","#ffffff","0.550851061278941","20.0","null","false","Dialog.plain","10.0","DVL1","","","","false","Rectangle","DVL1","false","GeneProduct","60.0"
"214","ccfff","DVL2","Entrez Gene","1856","","1.0","#000000","","","#ffffff","1.8214646172014","20.0","null","false","Dialog.plain","10.0","DVL2","","","","false","Rectangle","DVL2","false","GeneProduct","60.0"
"215","f5da7","DVL3","Entrez Gene","1857","","1.0","#000000","","","#ffffff","0.948274199484247","20.0","null","false","Dialog.plain","10.0","DVL3","","","","false","Rectangle","DVL3","false","GeneProduct","60.0"
"216","a6ec7","WNT11","Entrez Gene","7481","","1.0","#000000","","","#ffffff",,"20.0","null","false","Dialog.plain","10.0","WNT11","","","","false","Rectangle","WNT11","false","GeneProduct","60.0"
"217","c0a9d","VANGL2","Ensembl","ENSG00000162738","","1.0","#000000","","ENSG00000162738","#ffffff","0.653083577465753","20.0","VANGL2","false","Dialog.plain","10.0","VANGL2","","","","false","Rectangle","VANGL2","false","GeneProduct","48.247"
"218","e92e4","VANGL1","Ensembl","ENSG00000173218","","1.0","#000000","","ENSG00000173218","#ffffff","-1.12969623495396","20.0","VANGL1","false","Dialog.plain","10.0","VANGL1","","","","false","Rectangle","VANGL1","false","GeneProduct","48.247"
"219","be802","GPC4","Ensembl","ENSG00000076716","","1.0","#000000","","ENSG00000076716","#ffffff",,"20.0","GPC4","false","Dialog.plain","10.0","GPC4","","","","false","Rectangle","GPC4","false","GeneProduct","48.247"
"220","b23d7","FZD2","Entrez Gene","2535","","1.0","#000000","","","#ffffff","1.12817693214074","20.0","null","false","Dialog.plain","10.0","FZD2","","","","false","Rectangle","FZD2","false","GeneProduct","48.247"
"221","c44fc","FZD9","Entrez Gene","8326","","1.0","#000000","","","#ffffff","0.0549638248677873","20.0","null","false","Dialog.plain","10.0","FZD9","","","","false","Rectangle","FZD9","false","GeneProduct","48.247"
"222","fc201","FZD5","Entrez Gene","7855","","1.0","#000000","","","#ffffff","0.434214586926874","20.0","null","false","Dialog.plain","10.0","FZD5","","","","false","Rectangle","FZD5","false","GeneProduct","48.247"
"223","a03a6","FZD6","Entrez Gene","8323","","1.0","#000000","","","#ffffff","-0.739354386945177","20.0","null","false","Dialog.plain","10.0","FZD6","","","","false","Rectangle","FZD6","false","GeneProduct","48.247"
"224","cc8c9","FZD1","Entrez Gene","8321","","1.0","#000000","","","#ffffff","0.336632153630582","20.0","null","false","Dialog.plain","10.0","FZD1","","","","false","Rectangle","FZD1","false","GeneProduct","48.247"
"225","f1fee","FZD4","Entrez Gene","6424","","1.0","#000000","","","#ffffff","1.14257334233348","20.0","null","false","Dialog.plain","10.0","FZD4","","","","false","Rectangle","FZD4","false","GeneProduct","48.247"
"226","f0d74","FZD7","Entrez Gene","8324","","1.0","#000000","","","#ffffff","-0.342716723845563","20.0","null","false","Dialog.plain","10.0","FZD7","","","","false","Rectangle","FZD7","false","GeneProduct","48.247"
"227","a3a02","FZD10","Entrez Gene","11211","","1.0","#000000","","","#ffffff",,"20.0","null","false","Dialog.plain","10.0","FZD10","","","","false","Rectangle","FZD10","false","GeneProduct","48.247"
"228","a7082","FZD8","Entrez Gene","8325","","1.0","#000000","","","#ffffff","0.297694386710527","20.0","null","false","Dialog.plain","10.0","FZD8","","","","false","Rectangle","FZD8","false","GeneProduct","48.247"
"229","e1e18","FZD3","Entrez Gene","7976","","1.0","#000000","","","#ffffff","0.797727829080242","20.0","null","false","Dialog.plain","10.0","FZD3","","","","false","Rectangle","FZD3","false","GeneProduct","48.247"
"230","ca83c","NFATC4","Ensembl","ENSG00000100968","","1.0","#000000","","ENSG00000100968","#ffffff","0.0146556619721827","20.0","NFATC4","false","Dialog.plain","10.0","NFATC4","","","","false","Rectangle","NFATC4","false","GeneProduct","60.0"
"231","ac1fd","NFATC3","Ensembl","ENSG00000072736","","1.0","#000000","","ENSG00000072736","#ffffff","2.12330235959393","20.0","NFATC3","false","Dialog.plain","10.0","NFATC3","","","","false","Rectangle","NFATC3","false","GeneProduct","60.0"
"232","c5f70","NFATC2","Ensembl","ENSG00000101096","","1.0","#000000","","ENSG00000101096","#ffffff","-1.27102833066538","20.0","NFATC2","false","Dialog.plain","10.0","NFATC2","","","","false","Rectangle","NFATC2","false","GeneProduct","60.0"
